generation,id,fitness,species,parent1,parent2,timestep
0,311,0.0013821208395385224,1,-1,-1,400
1,980,0.001856279378618082,1,101,125,400
2,980,0.001856279378618082,1,101,125,400
3,980,0.001856279378618082,1,101,125,400
4,980,0.001856279378618082,1,101,125,400
5,980,0.001856279378618082,2,101,125,400
6,980,0.001856279378618082,4,101,125,400
7,980,0.001856279378618082,4,101,125,400
8,980,0.001856279378618082,4,101,125,400
9,980,0.001856279378618082,4,101,125,400
10,980,0.001856279378618082,4,101,125,400
11,980,0.001856279378618082,4,101,125,400
12,980,0.001856279378618082,4,101,125,400
13,980,0.001856279378618082,4,101,125,400
14,980,0.001856279378618082,4,101,125,400
15,980,0.001856279378618082,4,101,125,400
16,980,0.001856279378618082,4,101,125,400
17,980,0.001856279378618082,4,101,125,400
18,980,0.001856279378618082,4,101,125,400
19,980,0.001856279378618082,1,101,125,400
20,980,0.001856279378618082,3,101,125,400
21,980,0.001856279378618082,3,101,125,400
22,980,0.001856279378618082,1,101,125,400
23,980,0.001856279378618082,3,101,125,400
24,980,0.001856279378618082,3,101,125,400
25,980,0.001856279378618082,3,101,125,400
26,980,0.001856279378618082,3,101,125,400
27,980,0.001856279378618082,3,101,125,400
28,980,0.001856279378618082,3,101,125,400
29,14620,0.0019978858081081854,3,14226,980,400
30,14620,0.0019978858081081854,3,14226,980,400
31,15687,0.0021936412466802353,3,14620,980,400
32,15687,0.0021936412466802353,3,14620,980,400
33,15687,0.0021936412466802353,3,14620,980,400
34,15687,0.0021936412466802353,1,14620,980,400
35,15687,0.0021936412466802353,3,14620,980,400
36,15687,0.0021936412466802353,1,14620,980,400
37,15687,0.0021936412466802353,1,14620,980,400
38,15687,0.0021936412466802353,2,14620,980,400
39,15687,0.0021936412466802353,4,14620,980,400
40,15687,0.0021936412466802353,1,14620,980,400
41,15687,0.0021936412466802353,1,14620,980,400
42,15687,0.0021936412466802353,1,14620,980,400
43,15687,0.0021936412466802353,3,14620,980,400
44,15687,0.0021936412466802353,3,14620,980,400
45,15687,0.0021936412466802353,3,14620,980,400
46,15687,0.0021936412466802353,3,14620,980,400
47,15687,0.0021936412466802353,3,14620,980,400
48,15687,0.0021936412466802353,3,14620,980,400
49,15687,0.0021936412466802353,3,14620,980,400
50,15687,0.0021936412466802353,3,14620,980,400
51,15687,0.0021936412466802353,3,14620,980,400
52,15687,0.0021936412466802353,3,14620,980,400
53,15687,0.0021936412466802353,3,14620,980,400
54,15687,0.0021936412466802353,3,14620,980,400
55,15687,0.0021936412466802353,3,14620,980,400
56,15687,0.0021936412466802353,3,14620,980,400
57,15687,0.0021936412466802353,3,14620,980,400
58,15687,0.0021936412466802353,3,14620,980,400
59,15687,0.0021936412466802353,3,14620,980,400
60,15687,0.0021936412466802353,3,14620,980,400
61,30461,0.002252959371060398,3,29560,29964,400
62,30461,0.002252959371060398,3,29560,29964,400
63,30461,0.002252959371060398,3,29560,29964,400
64,30461,0.002252959371060398,3,29560,29964,400
65,30461,0.002252959371060398,3,29560,29964,400
66,30461,0.002252959371060398,3,29560,29964,400
67,30461,0.002252959371060398,3,29560,29964,400
68,30461,0.002252959371060398,3,29560,29964,400
69,30461,0.002252959371060398,3,29560,29964,400
70,30461,0.002252959371060398,3,29560,29964,400
71,30461,0.002252959371060398,3,29560,29964,400
72,30461,0.002252959371060398,3,29560,29964,400
73,30461,0.002252959371060398,3,29560,29964,400
74,30461,0.002252959371060398,3,29560,29964,400
75,30461,0.002252959371060398,3,29560,29964,400
76,30461,0.002252959371060398,3,29560,29964,400
77,30461,0.002252959371060398,3,29560,29964,400
78,30461,0.002252959371060398,3,29560,29964,400
79,30461,0.002252959371060398,3,29560,29964,400
80,30461,0.002252959371060398,3,29560,29964,400
81,30461,0.002252959371060398,3,29560,29964,400
82,30461,0.002252959371060398,3,29560,29964,400
83,30461,0.002252959371060398,3,29560,29964,400
84,30461,0.002252959371060398,3,29560,29964,400
85,30461,0.002252959371060398,3,29560,29964,400
86,30461,0.002252959371060398,3,29560,29964,400
87,43205,0.002257854265567786,3,30461,42672,400
88,43205,0.002257854265567786,3,30461,42672,400
89,43205,0.002257854265567786,3,30461,42672,400
90,43205,0.002257854265567786,3,30461,42672,400
91,43205,0.002257854265567786,3,30461,42672,400
92,43205,0.002257854265567786,3,30461,42672,400
93,43205,0.002257854265567786,3,30461,42672,400
94,43205,0.002257854265567786,3,30461,42672,400
95,43205,0.002257854265567786,3,30461,42672,400
96,43205,0.002257854265567786,3,30461,42672,400
97,43205,0.002257854265567786,3,30461,42672,400
98,43205,0.002257854265567786,3,30461,42672,400
99,43205,0.002257854265567786,3,30461,42672,400
100,43205,0.002257854265567786,3,30461,42672,400
101,43205,0.002257854265567786,3,30461,42672,400
102,43205,0.002257854265567786,3,30461,42672,400
103,43205,0.002257854265567786,3,30461,42672,400
104,43205,0.002257854265567786,3,30461,42672,400
105,43205,0.002257854265567786,3,30461,42672,400
106,43205,0.002257854265567786,3,30461,42672,400
107,43205,0.002257854265567786,3,30461,42672,400
108,43205,0.002257854265567786,3,30461,42672,400
109,43205,0.002257854265567786,3,30461,42672,400
110,43205,0.002257854265567786,3,30461,42672,400
111,43205,0.002257854265567786,3,30461,42672,400
112,43205,0.002257854265567786,3,30461,42672,400
113,43205,0.002257854265567786,3,30461,42672,400
114,43205,0.002257854265567786,3,30461,42672,400
115,43205,0.002257854265567786,3,30461,42672,400
116,43205,0.002257854265567786,3,30461,42672,400
117,43205,0.002257854265567786,3,30461,42672,400
118,43205,0.002257854265567786,3,30461,42672,400
119,58825,0.0023537405140154604,3,58308,43205,400
120,59296,0.002388251163438965,3,43205,58850,400
121,59296,0.002388251163438965,3,43205,58850,400
122,59296,0.002388251163438965,3,43205,58850,400
123,59296,0.002388251163438965,3,43205,58850,400
124,59296,0.002388251163438965,3,43205,58850,400
125,59296,0.002388251163438965,3,43205,58850,400
126,59296,0.002388251163438965,3,43205,58850,400
127,59296,0.002388251163438965,3,43205,58850,400
128,59296,0.002388251163438965,3,43205,58850,400
129,59296,0.002388251163438965,3,43205,58850,400
130,59296,0.002388251163438965,3,43205,58850,400
131,59296,0.002388251163438965,3,43205,58850,400
132,59296,0.002388251163438965,3,43205,58850,400
133,65683,0.0026246719160104987,3,64697,64697,381
134,65683,0.0026246719160104987,3,64697,64697,381
135,65683,0.0026246719160104987,3,64697,64697,381
136,65683,0.0026246719160104987,3,64697,64697,381
137,65683,0.0026246719160104987,3,64697,64697,381
138,65683,0.0026246719160104987,3,64697,64697,381
139,65683,0.0026246719160104987,3,64697,64697,381
140,65683,0.0026246719160104987,3,64697,64697,381
141,65683,0.0026246719160104987,3,64697,64697,381
142,65683,0.0026246719160104987,3,64697,64697,381
143,65683,0.0026246719160104987,3,64697,64697,381
144,65683,0.0026246719160104987,3,64697,64697,381
145,65683,0.0026246719160104987,3,64697,64697,381
146,65683,0.0026246719160104987,3,64697,64697,381
147,65683,0.0026246719160104987,3,64697,64697,381
148,65683,0.0026246719160104987,3,64697,64697,381
149,65683,0.0026246719160104987,3,64697,64697,381
