generation,id,novelty,score,species,parent1,parent2
0,1,0.0,0.16536744679522397,1,-1,-1
0,2,0.0,0.16536744679522397,1,-1,-1
0,3,0.0,0.16536744679522397,1,-1,-1
0,4,12.29160750017672,0.062446789540155125,1,-1,-1
0,5,9.98686368388653,0.1763718994881026,1,-1,-1
0,6,0.0,0.16536744679522397,2,-1,-1
0,7,0.0,0.16536744679522397,2,-1,-1
0,8,0.0,0.16536744679522397,1,-1,-1
0,9,0.0,0.16536744679522397,1,-1,-1
0,10,-1,-0.04006890198576902,1,-1,-1
0,11,7.936897077343019e-08,0.16536744685248567,3,-1,-1
0,12,0.0,0.16536744679522397,1,-1,-1
0,13,0.01023022189830461,0.17132085015860524,2,-1,-1
0,14,-1,-0.06519072814109117,1,-1,-1
0,15,13.993792391393733,0.3424681199843505,2,-1,-1
0,16,0.0,0.16536744679522397,2,-1,-1
0,17,0.0,0.16536744679522397,1,-1,-1
0,18,-1,-0.0678201472819723,1,-1,-1
0,19,0.10151387100618478,0.13662148234509247,1,-1,-1
0,20,0.0,0.16536744679522397,1,-1,-1
0,21,0.0,0.16536744679522397,1,-1,-1
0,22,0.0,0.16536744679522397,1,-1,-1
0,23,16.361667149888362,0.15488074293998674,1,-1,-1
0,24,0.09645003343009365,0.13664918958005104,1,-1,-1
0,25,0.0,0.16536744679522397,1,-1,-1
0,26,-1,-0.41998965212143663,1,-1,-1
0,27,0.0003501093740624128,0.16536779226066697,1,-1,-1
0,28,0.0,0.16536744679522397,3,-1,-1
0,29,0.0,0.16536744679522397,1,-1,-1
0,30,0.0,0.16536744679522397,1,-1,-1
0,31,0.37698971278852816,0.1677877740465876,1,-1,-1
0,32,0.0,0.16536744679522397,2,-1,-1
0,33,9.759525354444996,0.10739751201474741,2,-1,-1
0,34,0.0,0.16536744679522397,3,-1,-1
0,35,0.0,0.16536744679522397,3,-1,-1
0,36,17.254787772041663,0.33923320789373557,1,-1,-1
0,37,0.0,0.16536744679522397,1,-1,-1
0,38,0.0005838464659542335,0.17131803866612128,2,-1,-1
0,39,7.050134234656495,0.10711090240064347,1,-1,-1
0,40,0.0022195561473161264,0.1713182381536432,2,-1,-1
0,41,0.0,0.16536744679522397,2,-1,-1
0,42,0.5300149122251284,0.1618994341112415,2,-1,-1
0,43,0.0,0.16536744679522397,1,-1,-1
0,44,0.0,0.16536744679522397,2,-1,-1
0,45,-1,-0.06836777037982822,3,-1,-1
0,46,-1,-0.04313930280030504,1,-1,-1
0,47,0.0,0.16536744679522397,2,-1,-1
0,48,1.2936697236861312,0.17240683208738913,1,-1,-1
0,49,0.0,0.16536744679522397,1,-1,-1
0,50,0.0,0.16536744679522397,1,-1,-1
0,51,0.0,0.16536744679522397,2,-1,-1
0,52,0.0005476014602384301,0.16536797815425075,2,-1,-1
0,53,0.04238589168067459,0.1654511983516329,1,-1,-1
0,54,0.0,0.16536744679522397,1,-1,-1
0,55,0.0,0.16536744679522397,1,-1,-1
0,56,0.013746260695568443,0.17132157750913846,2,-1,-1
0,57,0.0,0.16536744679522397,3,-1,-1
0,58,0.0,0.16536744679522397,1,-1,-1
0,59,0.0,0.16536744679522397,2,-1,-1
0,60,0.0,0.16536744679522397,1,-1,-1
0,61,0.006874832409663157,0.1653744702304956,1,-1,-1
0,62,0.0,0.16536744679522397,1,-1,-1
0,63,15.726852551402208,0.35199399610052146,1,-1,-1
0,64,1.4229697914565724,0.16558281921771545,2,-1,-1
0,65,0.5455088970693851,0.161923507265413,1,-1,-1
0,66,0.0,0.16536744679522397,2,-1,-1
0,67,0.0,0.16536744679522397,1,-1,-1
0,68,0.0,0.16536744679522397,1,-1,-1
0,69,0.0,0.16536744679522397,3,-1,-1
0,70,15.873429491096894,0.357811594441051,1,-1,-1
0,71,0.6273897387190227,0.16097171866730225,2,-1,-1
0,72,2.1638042749078203,0.1438436406796541,1,-1,-1
0,73,-1,-0.057650889205490385,2,-1,-1
0,74,-1,-0.04743172084080551,2,-1,-1
0,75,0.0,0.16536744679522397,1,-1,-1
0,76,0.0,0.16536744679522397,1,-1,-1
0,77,0.0,0.16536744679522397,1,-1,-1
0,78,0.0,0.16536744679522397,1,-1,-1
0,79,1.3869829397954603,0.18381374260612188,2,-1,-1
0,80,0.0,0.16536744679522397,1,-1,-1
0,81,1.7491235187931238,0.15428629645680111,1,-1,-1
0,82,0.0,0.16536744679522397,3,-1,-1
0,83,-1,-0.0648339385436176,2,-1,-1
0,84,0.0,0.16536744679522397,2,-1,-1
0,85,8.555849043068699,0.09003845289627221,1,-1,-1
0,86,0.0,0.16536744679522397,2,-1,-1
0,87,0.0,0.16536744679522397,2,-1,-1
0,88,11.795897205902804,0.3040444990130029,2,-1,-1
0,89,0.0,0.16536744679522397,1,-1,-1
0,90,1.294249820916534,0.17836136847177617,1,-1,-1
0,91,-1,-0.4160272079636824,1,-1,-1
0,92,-1,-0.34908808890668136,1,-1,-1
0,93,0.0,0.16536744679522397,2,-1,-1
0,94,1.6394260453180123,0.1545891985910946,3,-1,-1
0,95,0.0,0.16536744679522397,1,-1,-1
0,96,0.0,0.16536744679522397,1,-1,-1
0,97,0.0,0.16536744679522397,1,-1,-1
0,98,19.148918781330906,0.2729067114616729,2,-1,-1
0,99,0.0,0.16536744679522397,1,-1,-1
0,100,0.08399474735268768,0.1367541440399273,1,-1,-1
0,101,0.0,0.16536744679522397,1,-1,-1
0,102,-1,-0.3945518921310343,1,-1,-1
0,103,-1,-0.0765918980449006,1,-1,-1
0,104,0.0,0.16536744679522397,1,-1,-1
0,105,25.135635916886535,0.35220912514772246,2,-1,-1
0,106,15.383151382452658,0.31198552966820753,2,-1,-1
0,107,-1,-0.06595929457914687,3,-1,-1
0,108,0.0,0.16536744679522397,2,-1,-1
0,109,0.0,0.16536744679522397,2,-1,-1
0,110,1.945841298751021,0.14944050067806633,1,-1,-1
0,111,0.0,0.16536744679522397,1,-1,-1
0,112,0.0,0.16536744679522397,1,-1,-1
0,113,0.0,0.16536744679522397,2,-1,-1
0,114,-1,-0.030031268832330673,1,-1,-1
0,115,0.6558952952418323,0.16057043730395892,1,-1,-1
0,116,4.028416639805487,0.17069838137650442,1,-1,-1
0,117,0.0,0.16536744679522397,1,-1,-1
0,118,-1,-0.07334373334896849,1,-1,-1
0,119,0.4441366368581633,0.1688795606387496,2,-1,-1
0,120,2.364113460401513,0.14671717334345952,1,-1,-1
0,121,0.0,0.16536744679522397,2,-1,-1
0,122,15.777538999994965,0.07920659896081289,1,-1,-1
0,123,0.0,0.16536744679522397,2,-1,-1
0,124,0.0,0.16536744679522397,1,-1,-1
0,125,0.08410945386506702,0.13675618667789438,1,-1,-1
0,126,-1,-0.0780521520631648,1,-1,-1
0,127,1.7890385620969136,0.14797757501704095,3,-1,-1
0,128,0.0,0.16536744679522397,2,-1,-1
0,129,15.717585666967212,0.04978443994100028,2,-1,-1
0,130,0.0,0.16536744679522397,1,-1,-1
0,131,0.0,0.16536744679522397,2,-1,-1
0,132,0.0,0.16536744679522397,4,-1,-1
0,133,-1,-0.07417985459794123,1,-1,-1
0,134,0.0,0.16536744679522397,2,-1,-1
0,135,3.0875680591198794e-05,0.16536748071736082,1,-1,-1
0,136,22.026714930256638,0.334744131592997,2,-1,-1
0,137,0.0006155874823003652,0.17131804469871903,2,-1,-1
0,138,5.835113337108548e-06,0.16536745326095345,2,-1,-1
0,139,0.0,0.16536744679522397,1,-1,-1
0,140,5.417281987331692,0.11291531678854638,1,-1,-1
0,141,2.44492987614227,0.1630680383805111,2,-1,-1
0,142,7.088118735999129,0.19131836317146317,1,-1,-1
0,143,0.0,0.16536744679522397,2,-1,-1
0,144,2.5814799249083955,0.14529931946524002,4,-1,-1
0,145,0.0,0.16536744679522397,1,-1,-1
0,146,16.51446738117101,0.3623299627003341,4,-1,-1
0,147,8.062810383069266,0.09312535483895631,4,-1,-1
0,148,0.0,0.16536744679522397,1,-1,-1
0,149,2.4422659922768757,0.16236286904417352,1,-1,-1
0,150,0.0,0.16536744679522397,2,-1,-1
0,151,6.954308598020968e-07,0.16536744747935406,1,-1,-1
0,152,20.209313459660727,0.2685018001083569,2,-1,-1
0,153,0.0,0.16536744679522397,2,-1,-1
0,154,0.0,0.16536744679522397,1,-1,-1
0,155,0.0,0.16536744679522397,2,-1,-1
0,156,0.0,0.16536744679522397,2,-1,-1
0,157,-1,-0.04948315883346909,1,-1,-1
0,158,0.0,0.16536744679522397,1,-1,-1
0,159,0.0,0.16536744679522397,4,-1,-1
0,160,0.0,0.16536744679522397,1,-1,-1
0,161,0.0015335154058777314,0.17131851869172965,2,-1,-1
0,162,0.0,0.16536744679522397,1,-1,-1
0,163,0.0,0.16536744679522397,1,-1,-1
0,164,0.0,0.16536744679522397,1,-1,-1
0,165,-1,0.0034112306257731307,2,-1,-1
0,166,-1,-0.07012763554542828,2,-1,-1
0,167,0.0,0.16536744679522397,2,-1,-1
0,168,4.903938588540768e-08,0.16536744684425758,1,-1,-1
0,169,8.565948809403915,0.19766739580557344,1,-1,-1
0,170,-1,-0.08651419712971091,2,-1,-1
0,171,0.0,0.16536744679522397,1,-1,-1
0,172,68.3067080246175,0.7098783264540219,1,-1,-1
0,173,0.0,0.16536744679522397,1,-1,-1
